t1,t2,t3,t4,CF12_34,CF12_34_lo,CF12_34_hi,CF13_24,CF13_24_lo,CF13_24_hi,CF14_23,CF14_23_lo,CF14_23_hi,ngenes
modoc_east,laevissimus,chromaiodes,modoc_west,0.0115275502051625,0.00864304235090752,0.0144770959377701,0.0118040975544046,0.00561797752808989,0.017286084701815,0.976668352240433,0.969317199654278,0.984442523768366,4628
modoc_east,laevissimus,chromaiodes,new,0.28347943676174,0.275064822817632,0.292350907519447,0.186571725247287,0.17761452031115,0.195548833189283,0.529948837990973,0.520527225583405,0.539974070872947,4628
modoc_east,laevissimus,chromaiodes,pennsylvanicus,0.654851604707735,0.645202972082331,0.666594641313742,0.0206640528749802,0.0179343090029583,0.0237683664649957,0.324484342417285,0.312445980985307,0.334485738980121,4628
modoc_east,laevissimus,chromaiodes,novaeboracensis,0.0398957880852588,0.0345721694036301,0.0453759821469279,0.0230769265527125,0.0151253241140882,0.0291702679343129,0.937027285362029,0.928046471900071,0.947493517718237,4628
modoc_east,laevissimus,modoc_west,new,0.0110732718141934,0.00626620570440795,0.0149092480553155,0.958688921061764,0.947709593777009,0.974719101123595,0.0302378071240425,0.0179343128781331,0.0391097666378565,4628
modoc_east,laevissimus,modoc_west,pennsylvanicus,0.0280949390752407,0.023552285317138,0.0319792566983578,0.944708746091228,0.933232497839239,0.961538253773065,0.027196314833531,0.0136127887612816,0.036949014033927,4628
modoc_east,laevissimus,modoc_west,chromaiodes,0.0112994819800599,0.00864304235090752,0.0140449438202247,0.977149649650051,0.970613656006914,0.984010371650821,0.0115508683698897,0.00605012964563526,0.0164217804667243,4628
modoc_east,laevissimus,modoc_west,novaeboracensis,0.139690977260112,0.0883751080380294,0.181719965427831,0.73031164035648,0.685393258426966,0.795592048401037,0.129997382383408,0.112791702679343,0.144554883318928,4628
modoc_east,laevissimus,pennsylvanicus,chromaiodes,0.654655550859286,0.645202972082331,0.666162489196197,0.324707114388471,0.31266205704408,0.334485666705776,0.0206373347522434,0.0179343090029583,0.0237683664649957,4628
modoc_east,laevissimus,pennsylvanicus,novaeboracensis,0.0896660790514515,0.0814606565556057,0.101123595505618,0.0465313021849516,0.0311149457400722,0.0587726879861711,0.863802618763597,0.846153663320297,0.88461519347122,4628
modoc_east,laevissimus,pennsylvanicus,modoc_west,0.028721271058525,0.0233362093050542,0.0337078651685393,0.0283983365205491,0.0144770928096169,0.0384615467721579,0.942880392420926,0.929991156008826,0.961106101748898,4628
modoc_east,laevissimus,pennsylvanicus,new,0.174291914514574,0.165298184961106,0.18409684185325,0.422572243766072,0.410112359550562,0.433880726015557,0.403135841719354,0.394122731201383,0.41248928532612,4628
modoc_east,laevissimus,novaeboracensis,pennsylvanicus,0.0930830436239965,0.0853500247731148,0.100259291270527,0.859672647036435,0.846153846153846,0.878781141144957,0.0472443093395687,0.0326274848746759,0.0581244598098531,4628
modoc_east,laevissimus,novaeboracensis,modoc_west,0.139667348858862,0.0872947088818693,0.181936041486603,0.126489009523835,0.110630942091616,0.143042350907519,0.733843641617303,0.683448573898012,0.795159724468512,4628
modoc_east,laevissimus,novaeboracensis,new,0.0336553790936022,0.0278738115816768,0.0378133102852204,0.90666966729253,0.895203111495246,0.923941227312014,0.0596749536138683,0.0462402765773552,0.0691443388072602,4628
modoc_east,chromaiodes,modoc_west,new,0.0140053655965402,0.00864304048335339,0.019230773386079,0.955087295687738,0.941875540190147,0.967804458123496,0.0309073387157212,0.0224719052567188,0.0406222990492653,4628
modoc_east,chromaiodes,modoc_west,pennsylvanicus,0.0185886793801183,0.0153414001728608,0.0222558388625408,0.961465771181801,0.950302506482282,0.973638720829732,0.0199455494380803,0.00972342054377257,0.0296024264482339,4628
modoc_east,chromaiodes,modoc_west,novaeboracensis,0.136624405001139,0.0870786328697855,0.180855700271327,0.733786106077692,0.687986319789611,0.799481244710189,0.12958948892117,0.11041484217484,0.143042350907519,4628
modoc_east,chromaiodes,modoc_west,laevissimus,0.0106360343122819,0.00561797752808989,0.0164217804667243,0.978286947160322,0.970613656006914,0.984442523768366,0.0110770185273959,0.00864304235090752,0.0140449468550015,4628
modoc_east,chromaiodes,new,pennsylvanicus,0.037533160151411,0.0334917891097666,0.0417026883540813,0.683225319732365,0.6750214617499,0.692523768366465,0.279241520116224,0.269014693171997,0.288677614520311,4628
modoc_east,chromaiodes,new,novaeboracensis,0.0341077978354363,0.0263612791702679,0.0406222990492653,0.0762584630587861,0.0646067415730337,0.0894554883318928,0.889633739105778,0.872082784770358,0.907087294727744,4628
modoc_east,chromaiodes,new,modoc_west,0.0152430863975985,0.00864304235090752,0.0205272300188483,0.0314528835722507,0.0224719101123595,0.0414866122486198,0.953304030030151,0.939282830441407,0.96780466724287,4628
modoc_east,chromaiodes,new,laevissimus,0.186676047968885,0.17761452031115,0.196413137424373,0.529707162921349,0.519446845289542,0.539974070872947,0.283616789109767,0.275064822817632,0.292350907519447,4628
modoc_east,chromaiodes,pennsylvanicus,novaeboracensis,0.0520313832632047,0.0449438202247191,0.0607173725151253,0.0319114394894316,0.0218236772204673,0.0423509075194468,0.916057177247364,0.901253241140882,0.928262748487468,4628
modoc_east,chromaiodes,pennsylvanicus,modoc_west,0.0185102089466083,0.0149092480553155,0.0222558340535869,0.0204803228912389,0.0105877268798617,0.0296024200518583,0.961009468162153,0.949870149120538,0.973854796888505,4628
modoc_east,chromaiodes,pennsylvanicus,laevissimus,0.0206182114311746,0.0177182368193604,0.0237683664649957,0.324033745417207,0.312445980985307,0.334485738980121,0.655348043151618,0.645202972082331,0.666594641313742,4628
modoc_east,chromaiodes,pennsylvanicus,new,0.0374563694555249,0.0334917818729944,0.0414866032843561,0.279422708020517,0.269230711056458,0.288893690579084,0.683120922523958,0.674805385737816,0.692307692307692,4628
